kind,table,name,data_type,format,hidden_or_inactive,source_or_target,dependencies_or_definition,status
RELATIONSHIP,VM,e1740009-7cd9-46b8-93e8-8b872221a45d,relationship,,false,VM.MP -> MP.MP,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,'DAF SLITTERS',4c5a02ff-a4e0-4609-bc02-67d0ed87f650,relationship,,false,'DAF SLITTERS'.MP -> MP.MP,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,Lotes,df328491-265e-4d23-b645-03d9f0bf1f80,relationship,,false,Lotes.MP -> MP.MP,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,BI_OEE_SCRAP,334faf92-93aa-4811-a321-a7126f04b30a,relationship,,false,BI_OEE_SCRAP.Data -> LocalDateTable_7e5983f1-b926-4523-9374-212398ce949c.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,SCANIA,8f979a11-c951-46b6-9ebe-3c0e9a7ed93f,relationship,,false,SCANIA.DESCRIPTION -> dOperacao.OPERAÇÃO,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,FH,b726428e-27e6-4efb-9830-dfb6edcf1acd,relationship,,false,FH.DESCRIPTION -> dOperacao.OPERAÇÃO,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,VM,120cdc8c-bd49-40aa-b5cc-b8b480996220,relationship,,false,VM.DESCRIPTION -> dOperacao.OPERAÇÃO,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,DAF,36a65f56-492c-45a8-8cc9-a4d0057ac9dd,relationship,,false,DAF.DESCRIPTION -> dOperacao.OPERAÇÃO,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,'Produção RF2',8fd16a17-b9b3-471f-b2ed-26db4fce97a7,relationship,,false,'Produção RF2'._TIMESTAMP -> LocalDateTable_6cd6ea21-b1b4-4396-bfda-9a3642900c8e.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,'Produção LCT',8f219c27-5684-47ed-945d-ba91f4f7d3c7,relationship,,false,'Produção LCT'._TIMESTAMP -> LocalDateTable_30288098-8075-4d5a-8d29-80e2328382df.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,Segregacao,0ac784f3-1c6e-477a-9fea-1235ccdd5321,relationship,,false,Segregacao.'DATA SEGREGAÇÃO' -> LocalDateTable_c7b04edd-82ca-49ef-8172-cd3debeafbfa.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,Segregacao,0d7f1ad0-f7c4-4a82-b4b9-580ec453665f,relationship,,false,Segregacao.Data -> LocalDateTable_af03d25c-9d6e-4cfc-80aa-7a08eaf6b6b0.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,'Relatorio_Item RF2',c0e128f7-362e-43bb-a709-d04462395f5f,relationship,,false,'Relatorio_Item RF2'.'Data de fabricação' -> LocalDateTable_e08f0720-23ca-4b27-a391-2484c61cb616.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,'Relatorio_Item RF2',c65d5d13-25e1-42be-96b6-03c5003713d3,relationship,,false,'Relatorio_Item RF2'.Data -> LocalDateTable_b828a273-3f9b-440c-a01a-2330f7b9e4e0.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,Relatorio_bases,a0eff1f4-036a-409b-aa75-ad59119f6206,relationship,,false,Relatorio_bases.'Data de fabricação' -> LocalDateTable_4c664494-c110-4144-b060-941925149f29.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,Relatorio_bases,c55939e7-6612-4a7a-84f5-449758d05a9e,relationship,,false,Relatorio_bases.Data -> LocalDateTable_ff677675-4145-4373-ac0d-aea82aa89a66.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,'Dados de embarque',92b9924d-d858-4d53-ab6e-e746ef25e4b3,relationship,,false,'Dados de embarque'.Data -> LocalDateTable_b0a7bb07-8956-4d9d-8a96-18140a3a295c.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,DAF,9d40fe06-d6b2-7863-96d3-ee143f55ea29,relationship,,false,DAF.Flatbed -> 'Dados de embarque'.Flatbed,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,FH,7f83b21d-bb70-20be-ae29-7df8b3f2bb70,relationship,,false,FH.'FH Flatbed_2' -> 'Dados de embarque'.Flatbed,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,VM,7b54fd34-995a-aa39-513c-6e1bae7e83e9,relationship,,false,VM.Flatbed_2 -> 'Dados de embarque'.Flatbed,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,Produção,385a99f3-16e5-610a-799f-5b8f3fdd169d,relationship,,false,Produção.'Início da Hora' -> Base_Desc_Hora.Hora_Cheia,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,Paradas,25a4dc40-5d85-cf87-3dbd-0fce8037a719,relationship,,false,Paradas.'Início da Hora' -> Base_Desc_Hora.Hora_Cheia,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,Calendar,d165c557-2e2d-4c9f-9eac-aaf0c8214a85,relationship,,false,Calendar.Date -> LocalDateTable_2e5f1d7d-be9c-417f-9568-6bc186d3dce8.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=datePartOnly,INVENTARIADO
RELATIONSHIP,Paradas,fdd7cb51-13a8-44b5-b1c3-1e981bcd9182,relationship,,false,Paradas.Data -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,SCANIA,0d491fd7-ab51-4255-8e44-c22d3c09cf7d,relationship,,false,SCANIA.SHIP_DATE -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,FH,70683530-e69e-4a6f-afe2-264319ed415b,relationship,,false,FH.SHIP_DATE -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,DAF,12fb323a-0f67-4043-926c-709fe0a79337,relationship,,false,DAF.SHIP_DATE -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,SHIPDATE,baf1ba55-31e4-4597-be65-33a57b0a89d1,relationship,,false,SHIPDATE.SHIP_DATE -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,VM,fb0525d3-76cc-47f8-8ffd-9e65173729bb,relationship,,false,VM.SHIP_DATE -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,'DAF SLITTERS',35588c83-cd5e-4f2b-bb9f-481c262d8824,relationship,,false,'DAF SLITTERS'.SHIP_DATE -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,Lotes,653e0a6e-514f-4296-9df4-28e88e261066,relationship,,true,Lotes.Data -> Calendar.Date,active=false; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO — relação inativa
RELATIONSHIP,Produção,558c203e-2a69-4233-b617-75c8deb3b1fe,relationship,,false,Produção.Data_Processada -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,'Produção RF2',79b09866-a878-4eb9-b128-9e73f7844c36,relationship,,false,'Produção RF2'.Data -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,'Produção LCT',b34df5c2-5a34-4461-8f86-67804926cceb,relationship,,false,'Produção LCT'.Data -> Calendar.Date,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,DAF,AutoDetected_98e7477c-f288-4883-a851-4c5f75b64462,relationship,,false,DAF.Cliente -> 'Emb Offset'.Cliente,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,MP,AutoDetected_cd29d147-13ab-4b46-9cb1-61dc23b930aa,relationship,,true,MP.Cliente -> 'Emb Offset'.Cliente,active=false; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO — relação inativa
RELATIONSHIP,SCANIA,2b6204a8-fd1a-61f9-58d3-eba901c06c2d,relationship,,false,SCANIA.Flatbed_2 -> 'Dados de embarque'.Flatbed,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,'DAF SLITTERS',7453c601-46c4-363b-b5b3-fee772d4ddce,relationship,,false,'DAF SLITTERS'.Data -> 'Dados de embarque'.Flatbed,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
RELATIONSHIP,Produção,ae1f128b-962c-f711-52ba-8d84a727efc4,relationship,,false,Produção.MP -> MP.MP,active=true; crossFiltering=default; securityFiltering=default; joinOnDate=,INVENTARIADO
